index:ID,director,:LABEL
12878750,Jon Jones,person
13179900,巴巴克·纳加非,person
10421460,乔治·杜宁,person
13336450,曾壮祥,person
12743000,陈可辛,person
10295260,大卫·贾柏,person
10280730,萨拉·舒格曼,person
13248770,安德鲁·鲍勒,person
10317920,巴斯特·基顿,person
13419050,江金霖,person
10096590,让·科克托,person
13196430,袁菲,person
13601550,金成勋,person
13446390,权昊英,person
14073310,金旻昊,person
10363690,李小龙,person
13923240,安恪温,person
14045060,金容勋,person
10545290,黑泽明,person
13773700,丽恩·贾尼埃克,person
13325230,马蒂亚斯·霍恩,person
13178060,西河克己,person
14524540,杰夫·瓦斯特,person
12752100,雪村,person
10072340,霍伊特·耶特曼,person
13147040,宋小宝,person
10512450,安藤真裕,person
10238120,尚皮耶·亚莫斯,person
11477600,斯图尔特·罗森博格,person
13459300,李宗容,person
13986010,叶谦,person
13924640,须藤友德,person
10505230,塞斯·格罗斯曼,person
10139070,安东尼·福奎阿,person
13290650,崔承浩,person
13244880,王传宗,person
13047100,谢立文,person
10148810,詹姆斯·拉派恩,person
13579730,张玮真,person
10544190,弗朗西斯·福特·科波拉,person
11480440,崔洋一,person
14015980,野尻克己,person
10503540,梅尔·斯图尔特,person
13225300,帕布罗·拉雷恩,person
10051450,小林正树,person
10097530,奥利维埃·达昂,person
12748610,楚克·萨克瑞科,person
13778010,杰拉德·麦克穆雷,person
12848290,科奇·吉尔佐,person
12535430,杜克·约翰逊,person
10415720,雷内·克莱尔,person
14520820,吉尔·格瓦吉兹安,person
10544160,雷德利·斯科特,person
13131040,华森·波克彭,person
11544860,查德·斯塔赫斯基,person
13213730,桥本昌和,person
10366610,胡安·卡洛斯·弗雷斯纳迪罗,person
10452430,王力宏,person
13105570,加里斯·爱德华斯,person
13144260,志水淳儿,person
10344540,克里斯托弗·劳恩斯坦,person
13148280,韩延,person
10183390,艾利·克雷格,person
13201390,小泉德宏,person
10454230,克里斯托弗·鲍伊,person
14266990,金準植,person
10324270,比格斯·鲁纳,person
12743670,游达志,person
10140710,劳伦斯·卡斯丹,person
12786440,查尔斯·比纳梅,person
10007350,丹尼尔·伊斯皮诺萨,person
13194890,约瑟夫·鲁斯纳克,person
13850390,林恩·萨瑟兰,person
13833270,徐展雄,person
13106010,奥伦·佩利,person
14521790,肖恩·林登,person
13578010,亚力克西斯·马沙利克,person
10327360,吕克·达内,person
12750760,林岭东,person
10320380,比尔·杜克,person
10413800,高畑勋,person
13266310,城定秀夫,person
13229190,大卫·卡森,person
13899440,罗斯·斯图尔特,person
10272130,大卫·斯雷德,person
10081010,安德鲁·马顿,person
10326200,玛加蕾特·冯·特罗塔,person
10418350,爱德嘉·莱兹,person
10479950,安东尼·明格拉,person
13197090,翁子光,person
12985600,罗伯特·斯特罗姆伯格,person
13756230,吴有音,person
13324270,张圭声,person
10045080,乔纳森·林恩,person
12844220,佛罗瑞·加仑伯格,person
13065640,大卫·布鲁克纳,person
13294550,伏羲,person
12943830,鲍勃·彼德森,person
10141310,达伦·林恩·鲍斯曼,person
13143710,胡雪桦,person
14321160,叶卡特琳娜·奥特尔,person
10393920,桑弧,person
10193680,夏洛特·布伦斯特伦,person
10233180,霍拉丘·默勒埃莱,person
13220420,黄柏文,person
10180140,拉斯·霍尔斯道姆,person
12942660,史蒂夫·普切尔,person
11217300,雷宇扬,person
10005440,唐·罗斯,person
10449430,马克·耐沃尔代,person
13085390,西蒙·菲茨莫里斯,person
13793750,法尔哈德·撒夫尼亚,person
10367410,乔治·罗伊·希尔,person
13410670,刘荣艳,person
13257500,陈奕先,person
10099740,尼萨·加纳特,person
10371830,阿布戴·柯西胥,person
13011930,黄志强,person
12968120,史蒂芬·斯卡特尔,person
12943670,玛利亚·彼特斯,person
13901400,尤兰达·拉姆克,person
13935160,阿尼什·查甘蒂,person
13309350,严恭,person
13013320,胡大为,person
13020220,萧雅全,person
10095310,凯瑞·福永,person
13330730,加芙列拉·考珀斯维特,person
10561280,赫伯特·罗斯,person
10149260,曼迪·弗莱彻,person
14227320,达里尔斯·马德尔,person
13398040,奥图·巴瑟赫斯特,person
14310850,大杉宜弘,person
12755970,西川美和,person
